,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha[21],-9.804904888030286,0.1760086493292395,7.834976448017957,-25.086616727806415,-15.067719562569536,-9.792358466828208,-4.513638641670395,5.663932422012862,1981.5606535620323,0.9988102481997314
alpha[22],2.8381475071374336,0.14476662511645308,6.910114577872833,-10.866328767375483,-1.5121682962587055,2.7737224722093243,7.266539320812017,16.961638948871222,2278.4190184108043,1.0008110355613002
alpha[23],5.397783911691833,0.1477895392882873,6.562514079463317,-7.498400321439023,1.1382557212379854,5.443441081161693,9.708991384257704,18.608156041020393,1971.7557035678767,0.9994536179638754
alpha[24],9.702606029736751,0.14368875878665968,7.2563546644898915,-4.700630838981876,5.128432080642664,9.520197965696408,14.257233847356138,24.21658030298932,2550.3008526805324,0.9995755686605481
alpha[25],9.716976351749892,0.11506404355117077,6.135572635509506,-2.1806300660251106,5.505306871789458,9.584962553794725,13.570428512901923,22.471581964235728,2843.354045414679,0.9985324732905575
alpha[26],-9.869131210206419,0.15835195157025994,7.592956375116706,-24.70480413811798,-14.89714600638299,-10.043972548321427,-4.825472797111688,5.287176532086594,2299.190567818054,1.000997989407858
alpha[27],-3.8835786801961945,0.11197332777293445,6.018532649566747,-15.897766029095123,-7.70675631419718,-3.933542029148177,-0.022721010947348942,8.138226005613507,2889.0301289034164,1.0005946700280954
alpha[28],-7.089646021831453,0.18897592420493847,8.233825191840078,-23.758604808491413,-12.521011609905042,-6.913234367698107,-1.8013605959346441,9.8555181018523,1898.41138176231,1.00209197132242
alpha[29],30.499896998185097,0.12392292857822909,4.929062534635781,20.694706936176814,27.362093402126963,30.657550362270342,33.742643809454776,40.19489177670829,1582.0686315030414,0.9995305547044515
alpha[30],11.841839614700111,0.1492856183305567,6.895063239821497,-1.315783483935871,7.210714309693712,11.686792628229266,16.47612042149599,25.878613784358368,2133.2441580312147,0.9997329246569389
alpha[31],0.9683632151508084,0.14742057913466458,6.7638378165863315,-12.417675055580496,-3.506122119558607,0.8762058229277476,5.493507106400647,15.009426678717341,2105.0874646114025,1.0007476406055096
alpha[32],-8.779069139617938,0.16773484822009174,6.194848017851555,-21.011718814367377,-13.076099517502676,-8.74297160906776,-4.477502468768723,3.0466895172535855,1364.0010730046017,1.0011821459297046
alpha[33],5.204899810568391,0.12922774160880776,6.779831474855321,-8.749416001874122,0.803484484020782,5.05813433101337,9.59869221897702,18.94753879886032,2752.4934131478244,0.999962488674741
alpha[34],-3.7104009091412604,0.14163301632821287,7.458085697828061,-18.469907836795393,-8.54516458877939,-3.699133161328265,0.9688465100688328,11.871160961479802,2772.845871790865,0.9994228344299485
alpha[35],3.105307861995652,0.13200096736254643,7.08626850290138,-10.929574784749079,-1.6773292555155679,3.2134859321401947,7.737833396399653,17.100914953127333,2881.9137568113897,0.9988003595600672
alpha[36],-3.17587883147818,0.14815667573055044,6.876552914393735,-16.636130772607693,-7.773474153727775,-3.408008433589635,1.317994269317159,11.41334510626649,2154.265014326366,0.9998693616791952
alpha[37],-3.731482045768334,0.13822682879344078,6.832133739113583,-16.98216444470363,-8.175381006877858,-3.6920077929366473,0.5977707051068428,9.92841056151611,2443.025663135594,0.9984849227845377
alpha[38],0.48637469339697975,0.15198279692975128,7.462978369279245,-14.808677706668819,-4.629064517941488,0.5931958405246414,5.541886695212634,15.233387484861368,2411.2125790163623,0.9991182138402148
alpha[39],9.926124327030422,0.1433273542920448,6.687459172619865,-2.710840658789298,5.444690092942285,9.99593496861771,14.27117820993929,23.257266897406918,2177.028521637081,1.0003350495884735
alpha[40],0.4936662429440307,0.1268990542519142,5.887656532141721,-10.902160867345959,-3.283767731851589,0.30285479252588554,4.446409119069245,12.65945872609828,2152.623923128181,1.0014425038219814
alpha[41],4.879748874263636,0.1455895618906025,7.09352397570838,-8.9804849708515,0.10195767605423062,4.889420955793943,9.308474457546229,19.017720916237728,2373.9064673596217,0.9995697339490995
alpha[42],9.35490731220329,0.1309870230107371,7.240303322811907,-4.93744696723245,4.663729478392379,9.353190451547324,13.965952522797608,23.77502345910454,3055.321933356919,0.9981976089815585
alpha[43],3.20147589264545,0.1453414165999384,7.387497713927367,-11.675277317324525,-1.7702789252486588,3.2219842161160837,7.9170115474807865,17.770666285179367,2583.5444699515133,1.0009678376165179
alpha[44],0.854349247348697,0.13145106578061078,6.92386143336556,-12.411495485002657,-3.8879489444911286,0.6949360068343506,5.476746531067119,14.64088669164962,2774.3964003246288,0.9994293233238416
alpha[45],0.7653588754497591,0.15800273954690228,7.92561391427032,-15.047859119521052,-4.430373128127357,0.9986643952740043,5.997411251419601,16.242878572014096,2516.150363556326,0.9995255601801337
alpha[46],-7.913701737857614,0.13543048011485118,7.182126401584202,-22.3513605036936,-12.561156418005389,-7.98839630274867,-3.3344174480647295,6.429987392063011,2812.375152376992,0.9996105630531147
alpha[47],0.9028587998009057,0.12962157129293478,7.153863208139128,-13.511580974677042,-3.7677692258624695,0.7853403028395618,5.589335019410839,15.41645966496281,3045.9775611000646,0.9993468974575748
