Subject,Horizon,alpha,side,sigma
epdm01s7p1uo8kn1m8b8o8wd.,1,-6.070043913649383,-1.5434908396900202,7.05030129846108
epdm01s7p1uo8kn1m8b8o8wd.,6,-12.611704591245182,0.8375763496747524,5.689027109188249
f3q2zx571eimwnzib6iom1l2.,1,11.354126414194088,0.45774788558289614,0.01125179648398684
f3q2zx571eimwnzib6iom1l2.,6,11.342052695784725,0.3986762266111522,0.16960814249474956
gazrkiisx1dztglmbxx3mm03.,1,1.380323389930418,-0.14804856540309866,1.0644334856958824
gazrkiisx1dztglmbxx3mm03.,6,0.4058504700022418,-0.5928038514725436,1.8155043721674897
ggu9mpow2kj9dvkrrfx1rhzi.,1,0.0001688594101089741,-0.006619466095902165,1.0524547948070329
ggu9mpow2kj9dvkrrfx1rhzi.,6,0.0013613216663069415,-0.4277695300573226,1.2076455183235917
gh7hi15ar4c156kg8nhch44s.,1,-0.9126790461584362,-0.328215967903314,0.7710689852319159
gh7hi15ar4c156kg8nhch44s.,6,-8.489158057623994,-1.096993111521813,9.961216929733638
gj0hifjpaxenxu53xcjr7r77.,1,0.5344353010518439,0.40152702579960525,1.052848506057979
gj0hifjpaxenxu53xcjr7r77.,6,-0.0011683462012406234,0.001044613131814862,1.7098311911024602
gq8icyq41unwp4gudfk87tac.,1,-0.7260740243655358,0.18785900606119035,1.664568244948441
gq8icyq41unwp4gudfk87tac.,6,-0.9508420925174094,-0.1595284595638369,1.3711714200082228
gtouraixqbp4l3z0ffs8qj7e.,1,0.4405223047109736,-0.21711147692803914,2.0693968606431787
gtouraixqbp4l3z0ffs8qj7e.,6,-0.24368168361373646,0.011557544154237924,0.9962098479876629
gx6a2ucc31wv12kflrog1zr4.,1,-0.6701939755038995,0.008488871102852614,1.4899673432724552
gx6a2ucc31wv12kflrog1zr4.,6,0.3468503017840449,-0.005790836407731813,1.5910204840714721
hbxh732mhsidc8thgdvcq9yq.,1,-0.5341568630548974,-0.1361736013854681,1.1152563087438487
hbxh732mhsidc8thgdvcq9yq.,6,-3.823093515103461,-0.6095319372345103,1.5704329699218027
hsh4tg80zhn7j0dcc9uudluo.,1,0.0112372836306756,-0.5462149935572612,1.660712591114183
hsh4tg80zhn7j0dcc9uudluo.,6,-8.459733143083767,-8.290815932379868,20.0
idgddv7w9c7z6fup77kwv1rs.,1,0.978770898882184,-0.15581291252587967,0.9204016256013491
idgddv7w9c7z6fup77kwv1rs.,6,0.9169843953018061,-0.17201712363641988,1.3001044038959426
ijq9c88uvlutsgpv06xf013b.,1,-0.017945924817151564,-0.310018433108421,0.719076112786034
ijq9c88uvlutsgpv06xf013b.,6,0.004561690424956315,-0.0017225013156951666,0.9594336118233389
inruxr1qd5qmpvl3wg310m1w.,1,0.8025413843651252,0.5971824751295105,1.8039053509693248
inruxr1qd5qmpvl3wg310m1w.,6,-1.6282943127300362,0.27487394286143085,2.529292236439234
jimfaej7pd9wwo0dfhrfenkd.,1,2.45555314069827,1.2234108597232596,2.670379985236127
jimfaej7pd9wwo0dfhrfenkd.,6,1.4984782748527252,0.37571133203837115,1.6028016006379664
ki2klr0u1w81k7tx85w2c87f.,1,0.33921988353360116,-0.3350446485227538,1.5281291906580672
ki2klr0u1w81k7tx85w2c87f.,6,-0.011916983848940573,-0.7994083548380002,1.4040574764887328
l5fq59qp9rxxbg5v92n4uioy.,1,-0.014922968274123385,0.3143307849683147,1.3824493855133284
l5fq59qp9rxxbg5v92n4uioy.,6,0.45862078420352215,-1.0491585231346077,1.9108337729581701
lfoao7r4uxy84db9qd18ag9v.,1,-0.001592615967770986,-2.3266282324450365,5.695945611288793
lfoao7r4uxy84db9qd18ag9v.,6,-20.0,-1.8000602865408668,14.988566334657664
lwb776999qivpoyrszg9pn2e.,1,-1.480727825719855,0.3948861105409755,1.589273722097407
lwb776999qivpoyrszg9pn2e.,6,-1.2667677408349873,0.22701944893181067,1.91634929560242
ly1ndfqlpeon5t0x8yr4zapc.,1,-0.0008334704074354107,-0.0016315349335144465,1.9858979322772161
ly1ndfqlpeon5t0x8yr4zapc.,6,-0.6875823009923068,0.8209692629414701,1.4039998262288897
m0x7mxhu0yu7w8qv34s4enkx.,1,0.7165125796686688,0.7017682418311355,1.5354628482046269
m0x7mxhu0yu7w8qv34s4enkx.,6,-0.48857598995705165,-0.4852649595674952,2.2982764531669813
m19y4phye4ijfvv65rxc84tf.,1,0.7813509656987961,1.3222729937646027,1.6337857110907958
m19y4phye4ijfvv65rxc84tf.,6,0.7610155641001163,-0.004445324327532929,1.7474799347413503
mmjtfqmrci8uq48qmlr7rqxi.,1,0.36199492005558886,-0.8471251170146893,1.4856725552297694
mmjtfqmrci8uq48qmlr7rqxi.,6,0.51730372359409,-0.007987990958654486,1.0577065548274567
n73q699ikrhdki2khtk0acey.,1,-1.112424220498514,0.0815011551114886,0.8095820085503256
n73q699ikrhdki2khtk0acey.,6,-1.1124238814548935,0.08150129078705066,0.8095818370669369
nk3at8lfn0o3igrzttlx3t7g.,1,-2.3783722603261994,0.5214745278033798,2.0170887974836065
nk3at8lfn0o3igrzttlx3t7g.,6,-2.772475130547637,0.42033100186319894,0.750368668493794
nutt3fvcqnnifj3l6uxjs0yo.,1,-4.01592498506664,0.0005358488308326049,20.0
nutt3fvcqnnifj3l6uxjs0yo.,6,-20.0,4.320808627750929,18.98380807173592
nvyarhic8nix5bhiico65vht.,1,0.7074350378339264,0.2769674772023588,0.8127358875987118
nvyarhic8nix5bhiico65vht.,6,0.4440138249424469,0.8060289343596777,1.9992417317972488
nyaqibgys6bhobnj2c2xplz3.,1,1.5600529103203822,0.512460871700332,1.1673399510192866
nyaqibgys6bhobnj2c2xplz3.,6,1.2225801425346046,0.9725759897399601,1.639555281775056
pfpu8ycuuz69vefmakpdrsom.,1,0.003769045655133642,-0.2790406694566184,1.2150271527967873
pfpu8ycuuz69vefmakpdrsom.,6,-0.29235275210931316,0.15020672764188409,1.2601537762228496
qe48pgqry97335lt6mio0v5n.,1,1.2789785570651344,0.05740292956285221,0.6388330339473333
qe48pgqry97335lt6mio0v5n.,6,-1.3179465952284841,-0.02502287178693413,1.3936925126367978
qnz9x517dryezj4ubt2ugqnu.,1,0.019919100913335493,-0.5814895121232595,1.7833859446115221
qnz9x517dryezj4ubt2ugqnu.,6,0.008613585534118774,-0.1785873417605081,1.6169861115892306
qr8vewgc6ztrr4xft956iugr.,1,0.32198881707950816,0.3325137002583196,1.508713850772922
qr8vewgc6ztrr4xft956iugr.,6,-1.2256386018357843,0.21981219687471962,1.8424831242287423
qzfg5c2l3alspinn9ir3loo2.,1,-0.3716125813248731,-0.18492216126619276,1.7115688657445365
qzfg5c2l3alspinn9ir3loo2.,6,-0.5630126436590285,0.0035508254699397187,1.1952522856932826
r7ds1nnw53cxvgcdga3i0xr9.,1,-0.36149586820811436,-0.18544496854161177,1.6272427341778433
r7ds1nnw53cxvgcdga3i0xr9.,6,0.02847201696348119,0.3340024458526607,0.8651881113145029
ryp8pbrx06o3lf9kk3xmrvd4.,1,-1.0319912420035275,0.006502862845848325,1.51315640350004
ryp8pbrx06o3lf9kk3xmrvd4.,6,-2.662039864578521,1.674502802426523e-06,6.528014517095209
s7svn5ooz9hjgnhh8y2rk49w.,1,-0.8203004785937754,-0.2819388442072583,1.1025796892553341
s7svn5ooz9hjgnhh8y2rk49w.,6,-0.4852727054671086,-0.004108093577040417,0.9750384907829667
sk8xhhz7i16yvcknat7l6myb.,1,-0.9698366614086475,-0.9563588069478658,2.2343041665254604
sk8xhhz7i16yvcknat7l6myb.,6,-0.8225206816871315,-0.6079341977052785,1.8976739415034962
so1kmb7czojgpong8ho5kokg.,1,0.816842488736675,0.21843392764532127,1.8661092262128982
so1kmb7czojgpong8ho5kokg.,6,0.02999545662039949,0.24012623420253332,0.8808842796168354
t2u2ja58o53je7gqs3l6gs9f.,1,1.3932855944728737,0.015365947867690355,1.4933895029334294
