Subject,Horizon,alpha,side,sigma
7pasnj6gr51yxw8t9snafte1.,6,-0.14929675768194345,0.028829054484574065,0.2845566306182296
85czin81wbg9hx9576a2yoqs.,1,0.5127349563167177,-0.12387153379482768,0.3486771049228188
85czin81wbg9hx9576a2yoqs.,6,-0.05208687481357239,0.012519724194974775,1.1146759852434995
8n4npywsyuit41ehrclgfoev.,1,0.10943642711990163,-0.10926410038646266,0.2835438484286829
8n4npywsyuit41ehrclgfoev.,6,-0.6991340954069285,0.4197107971919258,0.38686285187989056
8sihrciklc2hd768u0rqc4pl.,1,0.10422392143814728,-0.229114466442109,0.011022927113289897
8sihrciklc2hd768u0rqc4pl.,6,-0.48228970935916887,0.3420486588497149,0.23284495994711307
aaz5rwa16q73iwrsrbshbk39.,1,-0.2746676619980389,0.09226960561251472,0.19863266816974706
aaz5rwa16q73iwrsrbshbk39.,6,0.3090172119784916,-1.6622670018159746,2.2910064326305117
ac4dwnk18da5prccl8bzfwsj.,1,0.32522641167455596,0.0214066034107492,0.22395186025188069
ac4dwnk18da5prccl8bzfwsj.,6,-0.06423913386974388,0.4283830962243792,0.4022881809248302
b9w6du5mfjy3anpj9b94wiun.,1,1.3751454313622546,-0.3940554700880466,0.27880669252267976
b9w6du5mfjy3anpj9b94wiun.,6,-0.08128053021531924,0.13093538984643766,0.8392426625548921
bg7au9jdadvby4tm2h8tgjyy.,1,1.200249032718387,-0.2781137784407679,0.8262817961613441
bg7au9jdadvby4tm2h8tgjyy.,6,0.15968261211733495,0.23468358812843726,0.5564887508191713
btj5opoxoxgssw6apiuiwa81.,1,-5.363808136623591,1.0746108401766257,1.8854238857747496
btj5opoxoxgssw6apiuiwa81.,6,-4.308695209735196,2.2443630284791007,1.9258550938834813
cdqe7d4eopykg1rw25hg0smw.,1,3.1022551732591377,-0.9873437245997908,2.1854580541676243
cdqe7d4eopykg1rw25hg0smw.,6,1.0262224032072418,-0.8574343354797331,0.9208948009211853
d3ewk04q2r002e5a8fgqa80d.,1,-1.2755273431171346,0.16454041518858423,0.7821694007658765
d3ewk04q2r002e5a8fgqa80d.,6,-0.6467908657969603,0.1523959338713951,0.7347405289124472
ddaqntvjvd3eopf9aebk3jt9.,1,0.11669778654110129,-0.03435363187188527,0.16944992707373968
ddaqntvjvd3eopf9aebk3jt9.,6,-3430.411137411126,969.9705046690976,1774.0535271816657
dlnzn7l56v1fq7xku1tmor3h.,1,-0.022047294467863566,-0.07592953508631353,0.2593674638957215
dlnzn7l56v1fq7xku1tmor3h.,6,-1.4173923430692998,0.5122545545456244,0.5459857430289969
drsoux247pv1q4j7husw8kva.,1,0.03009145789795933,-0.3606789517348456,0.49852665490149056
drsoux247pv1q4j7husw8kva.,6,-2.326541599604125,0.8765255758984333,1.2513311971389114
e5vxndygfz6wu5qdzowriwlr.,1,0.23278319794823368,0.1173620428228989,0.2416127520034682
e5vxndygfz6wu5qdzowriwlr.,6,0.7049490679063254,-0.14799779584818593,0.7363451948998437
eeij9c18pv7o7agz89omgqk0.,1,-3.828842047982564,0.7334977130419067,4.210312286647353
eeij9c18pv7o7agz89omgqk0.,6,-1.272363315969551,0.4581727412117549,1.2264206198903793
enh2br5ahtga43u4zd4gmaec.,1,-0.30453205551956064,0.31051641850390876,0.1751409441695692
enh2br5ahtga43u4zd4gmaec.,6,-3902.768047722801,523.3219457742757,325.08226105011175
epdm01s7p1uo8kn1m8b8o8wd.,1,-2.37976987497464,0.2064672926683468,1.552194847125194
epdm01s7p1uo8kn1m8b8o8wd.,6,-4.734747617802491,1.1952696400328278,1.5879954739164106
f3q2zx571eimwnzib6iom1l2.,1,10.832408057049973,-0.2670139912306045,0.2960425455647864
f3q2zx571eimwnzib6iom1l2.,6,11.024848691715407,-0.27212903539577005,0.3295027634203556
gazrkiisx1dztglmbxx3mm03.,1,0.6060783026205195,-0.26461308705169123,0.40071189948184155
gazrkiisx1dztglmbxx3mm03.,6,0.06539189379261266,-0.25971799783178184,0.31817167541167624
ggu9mpow2kj9dvkrrfx1rhzi.,1,-0.2754810555660901,0.0903010450856229,0.16710323169884664
ggu9mpow2kj9dvkrrfx1rhzi.,6,-0.2263061953282437,-0.16642316893118203,0.15348337746556587
gh7hi15ar4c156kg8nhch44s.,1,-1.4497321584806344,0.008920456165384073,0.4922111388719137
gh7hi15ar4c156kg8nhch44s.,6,-725.115173196521,98.74215888115381,741.5979610125967
gj0hifjpaxenxu53xcjr7r77.,1,-0.027999170846675858,0.24539404286841635,0.24932717384879727
gj0hifjpaxenxu53xcjr7r77.,6,-0.7178384804698215,0.16733490246561275,0.5004955508775407
